video_id,channel_title,channel_id,video_publish_date,program,program_date,video_title,video_description,video_view_count,video_comment_count,video_like_count,video_dislike_count,video_tags
Z7tpC108dLI,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-01-21,Beto a Saber ,ENE 20,SÁLVESE QUIEN SEPA  - 2/3 | Willax,"La situación de las vacunas y su llegada al Perú sigue siendo cuestionada, para conversar del tema Omar Neyra, doctor en salud pública, y Ernesto Bustamante, científico, visitaron el set de Beto a Saber.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",49275,165,811,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
FEj2SWAMXik,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-01-21,Combutters,ENE 20,VACUNA: ESTAMOS ENTRE LOS ÚLTIMOS DE LA FILA  - 3/4 | Willax,"Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",14973,51,374,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video|phillip butters|combutters|periodismo|entrevista|política|magazzine|vacuna|Vizcarra|pago|no se pago|culpable|Salaverry|covid|camas uci|uci|internados|mazzetti|segunda ola|congreso|huelga médica|mazeti|pilar|francisco Tudela
8BH6-ZjQK2U,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-01-23,Milagros Leiva Entrevista ,ENE 22,LA EFICACIA DE LAS VACUNAS QUE LLEGARÁN AL PERÚ  - 3/4 | Willax,"Entrevista con la presidenta del congreso, Mirtha Vásquez, comenta sobre la compras que han causado polémica. Así mismo el doctor Alfredo Guerreros, médico neumólogo nos brinda un panorama de la situación sanitaria del país así como las medidas que podrían tomarse.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",4379,24,84,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
_VVQHWz39z8,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-01-26,Milagros Leiva Entrevista,ENE25,"19 ""ESTÁ CASI INCONTROLABLE""-ENE25 -1/4 | Willax","Las cifras del coronavirus ha llegado una cantidad de que supera por mucho a lo que se vivió en la primera parte de esta pandemia. Para comentar sobre el tema visita el set de Milagros Leiva Entrevista  el Dr. Ernesto Bustamante, ex jefe del INS y Omar Neyra, doctor en Salúd Pública.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",5285,51,97,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
zNJXr03eF28,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-01-26,Milagros Leiva Entrevista,NA,2/4 | Willax,"El Dr. Ernesto Bustamante, ex jefe del INS y Omar Neyra, doctor en Salúd Pública nos comenta sobre la posibles soluciones que se pueden tomar frente a la situación sanitaria en la que nos encontramos.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",2157,10,49,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
rZDW51biEDo,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-01-27,Milagros Leiva Entrevista ,ENE 26,¿Y LA VACUNA PA' CUANDO?  - 1/4 | Willax,"Quedan pocos días para que se cumpla el plazo dado por el presidente Sagasti para que lleguen el primer lote de vacunas al Perú, para comentar Luis Solari, exministro de salud, comenta sobre esta situación.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",4225,16,80,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
Q2-xmAJoPXw,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-02,Combutters,FEB 01,CUARENTENA BAMBA  - 1/4 | Willax,"El gobierno insiste con una peligrosa promesa. La vacuna aún no llega, pero al parecer el gobierno tiene las cosas bien planeadas, o eso nos quiere hacer creer la premier, Violeta Bermúdez.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",23642,77,472,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video|phillip butters|combutters|periodismo|entrevista|política|magazzine|vacuna|Vizcarra|pago|no se pagó|culpable|Salaverry|covid|camas uci|uci|internados|mazzetti|segunda ola|congreso|huelga médica|mazeti|pilar|conferencia|cantinflas|sagasti|nueva medidas|cuarentena|otra vez|55 millones|AstraZeneca|bamba
6Od6DfCcNFM,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-04,Beto a Saber ,FEB 03,ESPIONAJE A SAGASTI  - 1/3 | Willax,"Se filtró un audio del presidente Sagasti sobre las vacunas y también que la aerolínea que traería la vacuna ya no realiza viajes a China. Además de una nota sobre ""una  cuarentena de mentira"", para comentar al respecto Humberto Abanto, abogado, visita el set de Beto a Saber.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",102825,745,1803,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
fC3gMLnXR6Y,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-04,Combutters,FEB 03,"AGATHA, TÚ SÍ SABES, ¿CUANDO LLEGA LA VACUNA?  - 4/4 | Willax","A falta de precisiones de parte del Gobierno, buscamos las predicciones de Agatha Lyz, ¡que los astros nos traigan las vacunas!

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",25869,240,441,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video|phillip butters|combutters|periodismo|entrevista|política|magazzine|vacuna|futuro|cambios|los astros|predicciones|la vacuna|Forsyth presidente|Agatha lys
vFL5qbPZyxc,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-04,Combutters,FEB 03,NOS HACEN EL AVIÓN CON LA VACUNA  - 1/4 | Willax,"Nuevamente, la fecha de la llegada de las vacunas es incierta. Según la presidenta del Consejo de Ministros, Violeta Bermúdez, la vacuna desarrollada por el laboratorio chino Sinopharm no va a llegar el anunciado 9 de febrero, debido a que la aerolínea KLM suspenderá sus vuelos.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",22916,118,451,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video|phillip butters|combutters|periodismo|entrevista|política|magazzine|vacuna|Vizcarra|pago|no se pagó|culpable|Salaverry|covid|camas uci|uci|internados|mazzetti|segunda ola|congreso|huelga médica|mazeti|pilar|conferencia|cantinflas|sagasti|el foco|Eloy marchan
Aan7g8x1t1Y,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-05,Milagros Leiva Entrevista ,FEB 04,LA ETERNA POSTERGACIÓN DE LAS VACUNAS  - 1/4 | Willax,"Existe una angustia de no saber cuándo llegarán las vacunas, para comentar al respecto está Ernesto Bustamante, exdirector del INS.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",8193,49,157,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
COGT2Qt_mGs,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-05,Milagros Leiva Entrevista ,FEB 04,ANGUSTIA POR ARRIBO DE VACUNAS  - 2/4 | Willax,"Entrevista con Daniel Abugattás, excongresista, y Ernesto Bustamante, exdirector del INS. sobre la llegada de las vacunas contra el covid-19.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",10093,47,163,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
PZcX8cDyUOY,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-06,Beto a Saber ,FEB 05,¿Y DÓNDE ESTÁ EL PILOTO?  - 1/3 | Willax,"El presidente confirmo la llegada de 350 mil dosis de la vacuna de Sinopharm, que tan solo cubre al 0.4% de la población. Así mismo Beto presenta la encuesta, inventada, con las intenciones de voto con números imaginarios que influye en las elecciones.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",88427,628,1535,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
5PzTJnq01ZY,PBO,UCgR0st4ZLABi-LQcWNu3wnQ,2021-02-06,PBO,FEB 06,Exdirector INS Ernesto Bustamante sobre primer lote de vacunas Sinopharm a Perú,"ENTREVISTA Exdirector del INS Ernesto Bustamante
Canciller: Primer lote de vacunas de Sinopharm llegará a Perú el 14 de febrero",1554,8,65,0,
zCsrxGgSSTw,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-10,Milagros Leiva Entrevista ,FEB 09,PRESIDENTE SAGASTI RECIBE LA VACUNA DE SINOPHARM  - 1/4 | Willax,"Hoy inicia la campaña de valuación contra la covid-19 en su primera fase. Así también la postulación de Martín Vizcarra al congreso levanta algunas reacciones adversas, porque tiene diversas observaciones.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",6514,54,126,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
S2n6IvVtLVo,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-12,Milagros Leiva Entrevista ,FEB 11,"YO ME VACUNO, TÚ SIGUE EN CUARENTENA  - 1/4 | Willax","El expresidente Martín Vizcarra a levantado revuelo al declarar que fue voluntario como parte del testeo de las vacunas chinas Sinopharm. 

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",12729,161,375,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
0tygXSmWEOg,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-12,Milagros Leiva Entrevista ,FEB 11,VIZCARRA: SIEMPRE ENTRE LA MENTIRA Y LA TRAICIÓN  - 2/4 | Willax,"Entrevista con el doctor Ernesto Bustamante, exdirector del INS, sobre las declaraciones del expresidente Martín Vizcarra y sus implicaciones políticas y sociales.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",20818,142,495,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
qJUe5aGywEI,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-12,Beto a Saber ,FEB 11,SE VACUNÓ MIENTRAS MORÍAMOS  - 1/4 | Willax,"El expresidente confesó haber sido vacunado durante la tercera fase de las vacunas de Sinopharm.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",80067,983,2027,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
KcMBekiA8Sc,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-12,Beto a Saber ,FEB 11,GERMÁN MÁLAGA RECONOCE QUE FUE A VACUNAR AL EXPRESIDENTE VIZCARRA - 4/4 | Willax,"El doctor Germán Málaga ha reconocido que le realizó la aplicación de las vacunas de Sinopharm al expresidente Martín Vizcarra durante el mes de octubre en Palacio de Gobierno.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",27272,226,643,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
3ltM1waYVcE,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-13,Milagros Leiva Entrevista ,FEB 12,"TÚ TE VACUNABAS, LOS PERUANOS MORÍAN - 1/4 | Willax","La confesión del expresidente Martín Vizcarra de formar parte de las pruebas de la vacuna de Sinopharm, pero se han levantado dudas al respecto.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",11513,145,307,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
5XOuroa3CWQ,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-13,Milagros Leiva Entrevista,FEB12,Milagros Leiva Entrevista-OTROS FUNCIONARIOS PÚBLICOS HABRÍAN RECIBIDO LA VACUNA - 2/4 | Willax,"Entrevista con Katherine Ampuero y Juan Sheput, sobre la situación de Vizcarra y su vacunación con todas las implicancias.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",28900,210,491,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
0DG0x4sOjdw,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-13,Beto a Saber ,FEB 12,LA CUCHIPANDA DE LAS VACUNAS - 1/4 | Willax,"Se armó un gran revuelo en todo el país por la denuncia presentada en Beto a Saber y la aceptación de Martín Vizcarra de su vacunación con Sinopharm.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",90814,722,2124,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
nDRrnc0_0VI,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-16,Milagros Leiva Entrevista ,NA,1/4 | Willax,"El expresidente Martin Vizcarra intenta justificar que recibió la vacuna contra el Covid-19, agregando que su hermano también ha sido vacunado. Para esclarecer el panorama el ministro de Salud Óscar Ugarte visita el set de Milagros Leiva Entrevista.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",31349,269,573,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
yuJj3jG_fuU,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-16,Milagros Leiva Entrevista ,FEB 15,PILAR MAZZETTI SE VACUNÓ EN SECRETO - 2/4 | Willax,"El presidente Sagasti admitió que la exministra Mazzetti recibió la vacuna de Sinopharm, continua la entrevista con el ministro de Salud - Óscar Ugarte.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",44800,391,709,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
vkOMZHGYd5Y,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-16,Beto a Saber ,FEB 15,OTRO ESCÁNDALO: LAVACUNA RUSA - 3/4 | Willax,"Entrevista con Claudio Iturrizaga representante de la vacuna rusa y Juan Rodríguez, doctor.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",145463,1255,2588,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
l_beECrm_2Q,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-17,Milagros Leiva Entrevista ,FEB 16,LOS ENVARADOS Y SUS VACUNAS - 1/4 | Willax,"Ya se dio a conocer los nombres de las 487 personas vacunadas de forma irregular, para conversar del tema el exdirector del INS, el Dr. Ernesto Bustamante.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",17914,84,327,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
gfVZGW470tk,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-17,Milagros Leiva Entrevista,FEB 16,2/4 | Willax,"Segunda parte de la entrevista con el exdirector del INS, Dr. Ernesto Bustamante, sobre lo sucedido con la vacunas dadas a funcionarios públicos entre otros.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",26320,144,459,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
LTNV_1YCWk0,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-18,Milagros Leiva Entrevista ,FEB 17,UNA VACUNA POR UN WATÁN - 1/4 | Willax,"La revelación de las personas vacunadas de forma irregular con las vacunas de Sinopharm sigue siendo cuetinado, sobre todo por los nombres de las personas beneficiadas.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",15661,53,310,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
Ww4qcNJhm7o,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-18,Milagros Leiva Entrevista ,FEB 17,VACUNA CHINA: ASÍ FUE LA REPARTIJA - 3/4 | Willax,"Segunda parte de la entrevista con los congresistas Omar Chehade y Ricardo Burga, sobre la situación de Martín Vizcarra y los vacunados de forma irregular.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",16747,99,341,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
3a-4W0RT4pw,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-18,Beto a Saber ,FEB 17,NEGOCIADO DE LA VACUNA - 1/4 | Willax,"La revelación de las personas vacunadas contra el covid-19 ha levantado más suspicacias en cuanto a la comprar de las vacunas de Sinopharm y la negación con los demás desarrolladores de vacunas.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",99052,822,2252,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
mW0TAs5qG7U,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-19,Milagros Leiva Entrevista,FEB 18,MilagrosLeivaEntrevista-VIZCARRA Y MIRIAM MORALES HACEN DE LAS SUYAS EN SOMOS PERÚ - 1/4 | Willax,"Entrevista con el exprocurador anticorrupción, Amado Enco sobre la situación de las personas que han recibido de forma irregular la vacuna de Sinopharm en Perú.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",15484,83,332,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
DFoyoFhlmX4,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-19,Milagros Leiva Entrevista,FEB 17,Milagros Leiva Entrevista- LLEGAR AL CONGRESO: EL ÚLTIMO SALVAVIDAS DE VIZCARRA - 2/4 | Willax,"Segunda parte de la entrevista con el exprocurador anticorrupción, Amado Enco sobre la situación de las personas que han recibido de forma irregular la vacuna de Sinopharm en Perú.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",18311,84,412,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
0Wh0hPt1_-4,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-24,Beto a Saber ,FEB 23,DENUNCIA A MÁLAGA - 3/4 | Willax,"La hermana de la participante de la vacuna de Sinopharm, Fanny Vela, que falleció en medio del ensayo clínico denuncia sobre la situación en la que se encontraba su hermana.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",43949,113,752,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
PPWYdbLvVyk,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-24,Beto a Saber ,FEB 23,"""MÁLAGA NO TIENE ÉTICA NI VALORES NI PRINCIPIOS"" - 4/4 | Willax","Segunda parte de la denuncia de Fanny Vela por la muerte de su hermana al ser parte de los ensayos clínicos de la vacuna de Sinopharm.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",19864,98,594,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
lVaoIxMKkmQ,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-25,Beto a Saber ,FEB 24,LA VACUNA PERUANA- 4/4 | Willax,"Tercera parte de la entrevista de con Rafael Rey y José Barba.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",34837,178,797,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
WAZNaxN6CRo,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-02-26,Combutters,FEB 25,UN INFORME A MEDIAS - 1/4 | Willax,"La comisión que investiga el caso vacunagate presentó hoy su informe. Se informó que las 3,200 de vacunas de emergencia, como ellos lo llaman, no forman parte de las 12 mil dosis de sinopharm que fueron para los ensayos clínicos.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",32606,109,639,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video|phillip butters|combutters|periodismo|entrevista|política|magazzine|vacuna|vacunagate|informe|oscar Ugarte|Fernando Carbone|malaga|Vizcarra|mazzetti
f7P613FvnuI,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-03,Beto a Saber ,MAR 02,LA RULETA RUSA DE SAGASTI - 1/4 | Willax,"El bisnes de las elecciones, Beto comenta lo sucedido a partir de lo mencionado el día de ayer por Beto sobre las últimas encuestas reveladas. Comentario sobre el tuit de Fernando Tuesta Soldevilla con respectos a las entrevistas realizadas en Willax. Así también un reportaje sobre la vacuna rusa que no han sido adquiridas por el gobierno peruano con posible excusas para seguir adquiriendo vacunas de la empresa Sinopharm. También un primer vistazo al contrato que el ministerio de salud habría firmado con la empresa China.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",155371,1220,3909,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
D1EM32Pv828,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-04,Beto a Saber ,MAR 03,EL ESCÁNDALO DE PFIZER - 1/4 | Willax,"Hoy se ha dado a conocer un contrato con el laboratorio con Pfizer en el cuál deberían haber llegado 9 millones 900 mil vacunas en diciembre del 2020, para ello el abogado constitucionalista, Natale Amprimo, comenta al respecto. Así también Beto Ortiz lee una carta sobre la negociación con los representantes de la vacuna rusa. Así también se encuentran discrepancias con respecto a la vacunación del presidente Sagasti. 

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",282752,1986,4561,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
N8TCILfoxqk,PBO,UCgR0st4ZLABi-LQcWNu3wnQ,2021-03-06,PBO,MAR 06,Beto Ortiz reveló que vacuna contra COVID de Sinopharm que Perú compró tiene bajo nivel de eficacia,"BETO A SABER: RESULTADO DEL ESTUDIO CLÍNICO 

Beto Ortiz reveló que la vacuna contra el coronavirus de #Sinopharm que Perú compró tiene bajo nivel de eficacia
ENTREVISTA Dr. Ernesto Bustamante",24665,356,385,0,pbo digital|Phillip Butters|BETO A SABER|BETO A SABER sinopharm|BETO A SABER vacunas|pbo en vivo|phillip butters en vivo|En Vivo|magaly tv la firme|beto ortiz|butters vizcarra|phillip butters pbo digital|Keiko|Futbol|coronavirus perú muertes|Latina|Exitosa|RPP|Noticias|cura vacuna coronavirus|Jaime Bayly|urgente|último minuto|butters arremete|congreso|lima|willax|combutters|coronavirus peru|covid 19|noticias coronavirus|pbo digital hoy|pbo
